name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,carbs ratio:,fats ratio:,protein ratio:,GLYCEMIC_LOAD:,Completeness Score:,Amino Acid Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Calories From Alcohol:,Dietary Fiber:,Starch:,Sugars:,Sucrose:,Glucose:,Fructose:,Lactose:,Maltose:,Galactose:,Total Fat:,Saturated Fat:,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,22:00,24:00:00,Monounsaturated Fat:,14:01,15:01,16:1 undifferentiated:,16:1 c:,16:1 t:,17:01,18:1 undifferentiated:,18:1 c:,18:1 t:,20:01,22:1 undifferentiated:,22:1 c:,22:1 t:,24:1 c:,Polyunsaturated Fat:,16:2 undifferentiated:,18:2 undifferentiated:,"18:2 n-6 c,c:","18:2 c,t:","18:2 t,c:","18:2 t,t:",18:2 i:,18:2 t not further defined:,18:03,"18:3 n-3, c,c,c:","18:3 n-6, c,c,c:",18:4 undifferentiated:,"20:2 n-6 c,c:",20:3 undifferentiated:,20:3 n-3:,20:3 n-6:,20:4 undifferentiated:,20:4 n-3:,20:4 n-6:,20:5 n-3:,22:02,22:5 n-3:,22:6 n-3:,Total trans fatty acids:,Total trans-monoenoic fatty acids:,Total trans-polyenoic fatty acids:,Total Omega-3 fatty acids:,Total Omega-6 fatty acids:,Protein:,Tryptophan:,Threonine:,Isoleucine:,Leucine:,Lysine:,Methionine:,Cystine:,Phenylalanine:,Tyrosine:,Valine:,Arginine:,Histidine:,Alanine:,Aspartic acid:,Glutamic acid:,Glycine:,Proline:,Serine:,Hydroxyproline:,Vitamin A:,Retinol:,Retinol Activity Equivalent:,Alpha Carotene:,Beta Carotene:,Beta Cryptoxanthin:,Lycopene:,Lutein+Zeaxanthin:,Vitamin C:,Vitamin D:,Vitamin E (Alpha Tocopherol):,Beta Tocopherol:,Gamma Tocopherol:,Delta Tocopherol:,Vitamin K:,Thiamin:,Riboflavin:,Niacin:,Vitamin B6:,Folate:,Food Folate:,Folic Acid:,Dietary Folate Equivalents:,Vitamin B12:,Pantothenic Acid:,Choline:,Betaine:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Copper:,Manganese:,Selenium:,Fluoride:,Cholesterol:,Phytosterols:,Campesterol:,Stigmasterol:,Beta-sitosterol:,Alcohol:,Water:,Ash:,Caffeine:,Theobromine:,tag
"Beef. chuck. clod roast. separable lean only. trimmed to 0"" fat. USDA select. cooked. roasted [URMIS #1132]",3.1,2.4,33.27976786,28.70437128,23.38666462,0%,31%,69%,0,42,154,171.99942,0,52.484608,119.52564,0,0,0,0,0,0,0,0,0,0,5.8194304,2.149868,0,0,0,,0,,139.99113,,1299.8218,,699.9191,,9.999676,,,2.9202366,49.999485,,180.02693,,,,2689.8901,,,,,,,,0.34003833,,259.9786,,,,,,,30.00122,,,0,,,,,49.999485,,,,,,,,,,30.00122,259.9786,28.089136,303.02893,1298.1527,1451.2284,2483.1133,2636,796.91125,301.96005,1218.1556,1030.098,1518.9595,1892.8254,905.88794,1698.0723,2800.0984,4503.0684,1334.9443,1188.0125,1127.0453,130.02084,0,0,0,0,0,0,0,0,0,,0.17000008,,,,,0.09399332,0.26402563,3.6958134,0.2910249,9.999676,9.999676,0,9.999676,3.2199037,,106.98669,,7.000213,3.190038,21.99718,221.97212,383.97525,73.98957,6.3897595,0.10000421,,30.00122,,71.9966,,,,,0,64.21636,1.3000101,0,0,2
"Beef. chuck. clod steak. separable lean and fat. trimmed to 0"" fat. all grades. cooked. braised",2.8,2.3,30.47821981,27.95162672,25.5666259,0%,44%,56%,0,38,154,219.98453,0,97.06391,122.91321,0,0,0,0,0,0,0,0,0,0,10.759628,3.7605,0,0,0,14.998988,13.997976,,257.982,,2309.2305,,1148.9786,,14.998988,,,4.944652,46.99369,,364.03616,,,,4523.3657,,,9.999676,0,,,,0.43099877,,316.9681,,,,,,,90.99468,,,0,,,,,23.001692,,,0,,0,0,,,,90.99468,316.9681,28.79261,311.01724,1328.9542,1481.8489,2538.7664,2695.0796,815.0339,309.02545,1245.8579,1052.8469,1553.0033,1937.1145,928.87286,1740.0388,2864.6956,4608.433,1373.2197,1218.1556,1154.1576,130.02084,0,0,0,0,0,0,0,0,0,,0.18000458,,,,,0.07501043,0.24602175,3.002064,0.24499233,8.001201,8.001201,0,8.001201,2.9202366,0.009000169,,,8.001201,3.6804075,21.002775,213.03015,282.98825,57.00155,7.319912,0.13799922,0,29.296438,,93.00425,,,,,0,57.442715,1.1601655,0,0,2
"Beef. chuck. clod steak. separable lean and fat. trimmed to 0"" fat. USDA choice. cooked. braised [URMIS #1948]",2.8,2.3,30.02806677,27.37051672,25.16365536,0%,48%,52%,0,35,154,230.99243,0.4164024,110.763565,119.833206,0,0,0,0,0,0,0,0,0,0,12.278374,4.1570354,0,0,0,21.002775,18.999727,,292.0387,,2561.7043,,1243.8584,,18.00149,,,5.63543,45.993046,,436.06308,,,,5140.279,,,13.000965,0,,,,0.46397573,,337.02493,,,,,,,107.988014,,,0,,,,,18.00149,,,0,,0,0,,,,107.988014,337.02493,28.062078,303.02893,1294.8209,1443.7886,2472.7654,2625.015,794.1003,301.96005,1213.0792,1026.1348,1513.1155,1886.7549,905.88794,1695.8918,2791.118,4490.0684,1340.1002,1188.0125,1124.1526,125.9914,0,0,0,0,0,0,0,0,0,,0.18000458,,,,,0.076989114,0.23599458,2.7481558,0.20802104,7.000213,7.000213,0,7.000213,2.799857,0.012001306,,,8.001201,3.6299057,21.002775,186.0234,289.9821,54.006813,6.7593117,0.12600186,0.00100015,28.996819,,88.99994,,,,,0,56.27379,1.1198515,0,0,2
"Beef. chuck. clod steak. separable lean and fat. trimmed to 0"" fat. USDA select. cooked. braised [URMIS #1133]",2.9,2.3,31.07203495,27.75006476,24.55425917,0%,38%,62%,0,40,154,204.97449,0.4581868,77.12009,127.41595,0,0,0,0,0,0,0,0,0,0,8.548654,3.1828704,0,0,0,7.000213,7.000213,,209.03064,,1938.9822,,1010.1094,,9.999676,,,3.936055,48.99776,,259.9786,,,,3622.9329,,,5.0005703,0,,,,0.3829568,,287.01648,,,,,,,66.99792,,,0,,,,,28.996819,,,0,,0,0,,,,66.99792,287.01648,29.837826,321.99683,1378.0807,1539.0974,2635.1533,2797.4011,845.97754,320.9641,1293.1582,1093.1705,1611.9648,2008.7224,961.97296,1803.2028,2971.547,4780.3247,1420.7842,1261.9696,1196.8225,137.01031,0,0,0,0,0,0,0,0,0,,0.18000458,,,,,0.0719953,0.26199025,3.3713114,0.29901206,9.999676,9.999676,0,9.999676,3.0901527,0.003999711,,,8.999572,3.7605,21.002775,252.97595,272.9878,62.99049,8.141223,0.15498988,0,29.703934,,98.98468,,,,,0,59.16571,1.2100719,0,0,2
"Beef. chuck. clod steak. separable lean only. trimmed to 0"" fat. all grades. cooked. braised",3,2.4,32.67305968,28.8454139,24.3910908,0%,34%,66%,0,40,154,191.97278,0,64.75496,127.21146,0,0,0,0,0,0,0,0,0,0,7.18016,2.266947,0,0,0,,0,,131.99881,,1374.9854,,743.01355,,15.999458,,,3.412729,49.999485,,197.98517,,,,3165.6733,,,,,,,,0.29603928,,237.9974,,,,,,,33.994606,,,0,,,,,23.998045,,,,,,,,,,33.994606,237.9974,29.866594,321.99683,1379.8525,1542.0668,2640.2373,2802.798,847.06525,320.9641,1294.8209,1094.9277,1615.0747,2011.9513,962.9005,1804.9413,2977.28,4788.0093,1419.8717,1263.1864,1197.9764,137.98203,0,0,0,0,0,0,0,0,0,,0.18997993,,,,,0.077997684,0.2559774,3.0822191,0.25002137,8.001201,8.001201,0,8.001201,2.9895492,,113.79309,,8.001201,3.8398664,21.99718,220.97609,292.97833,57.998978,7.659129,0.14299867,,30.00122,,93.00425,,,,,0,59.77705,1.1999991,0,0,2
"Beef. chuck. clod steak. separable lean only. trimmed to 0"" fat. USDA choice. cooked. braised [URMIS #1948]",3,2.5,33.29401842,29.63302765,24.90272821,0%,35%,65%,0,39,154,193.024,0.037444398,66.91188,126.07237,0,0,0,0,0,0,0,0,0,0,7.419354,2.119681,0,0,0,,0,,119.98728,,1289.8392,,690.0958,,20.001848,,,3.5594497,49.999485,,209.97284,,,,3299.612,,,,,,,,0.27998212,,230.0298,,,,,,,30.00122,,,0,,,,,20.001848,,,,,,,,,,30.00122,230.0298,29.523184,319.01108,1363.9873,1523.8468,2609.8804,2769.6821,837.05695,316.9681,1279.9333,1081.9908,1595.9921,1988.8184,952.1351,1784.1885,2943.0479,4731.4375,1403.0955,1247.8605,1184.9634,136.00175,0,0,0,0,0,0,0,0,0,,0.18997993,,,,,0.080996916,0.24801353,2.8488662,0.21401408,7.000213,7.000213,0,7.000213,2.8996646,,112.41246,,7.000213,3.8398664,21.99718,195.01843,304.00394,55.004826,7.2102113,0.13300106,,30.00122,,88.99994,,,,,0,59.41331,1.1801041,0,0,2
"Beef. chuck. clod steak. separable lean only. trimmed to 0"" fat. USDA select. cooked. braised [URMIS #1133]",3,2.4,32.4434964,28.55612974,24.20128687,0%,32%,68%,0,41,154,190.9886,0,61.68885,129.27121,0,0,0,0,0,0,0,0,0,0,6.840142,2.4803936,0,0,0,,0,,150.00142,,1500.0485,,820.0236,,9.999676,,,3.200305,49.999485,,180.02693,,,,2969.6387,,,,,,,,0.31994882,,249.98695,,,,,,,39.99484,,,0,,,,,30.00122,,,,,,,,,,39.99484,249.98695,30.369698,328.05237,1403.9972,1568.042,2684.7104,2850.0095,861.057,325.95148,1317.0544,1113.0135,1641.7523,2045.8416,979.12006,1835.9342,3028.4033,4868.66,1443.7886,1284.0515,1218.9386,139.99113,0,0,0,0,0,0,0,0,0,,0.18997993,,,,,0.0739918,0.26702216,3.4215133,0.30396762,9.999676,9.999676,0,9.999676,3.1301284,,115.709885,,8.999572,3.8398664,21.99718,257.982,278.03235,62.99049,8.321037,0.15797453,,30.00122,,98.98468,,,,,0,60.29778,1.2300763,0,0,2
"Beef. chuck. mock tender steak. separable lean and fat. trimmed to 0"" fat. all grades. cooked. broiled [Mock Tender Steak]",3,2.4,32.74704161,28.93885478,24.45218467,0%,31%,69%,0,43,154,160.00629,0,49.791115,110.195724,0,0,0,0,0,0,0,0,0,0,5.520734,1.8711708,0,0,0,0,0,,85.992775,,1108.0193,,665.92267,,9.999676,,,2.6544142,39.99484,,140.98398,,,,2472.7654,,,0,0,,,,0.38704866,,294.01544,,,,,,,38.0033,,,0,,,,,56.00328,,,0,,0,0,,,,38.0033,294.01544,25.871553,279.01654,1196.0538,1335.8022,2287.0833,2427.9001,733.99884,278.03235,1121.988,947.8627,1399.0448,1742.8359,834.1044,1564.0175,2579.0437,4147.5728,1229.9518,1093.873,1038.0703,118.9893,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.11101126,0.22998172,3.632239,0.3209815,8.001201,8.001201,0,8.001201,3.389778,0,98.508865,,8.001201,2.9296358,23.001692,227.02003,292.97833,71.00893,7.8207555,0.11699465,0,25.198938,,62.99049,,,,,0,66.18504,1.3598557,0,0,2
"Beef. chuck. mock tender steak. separable lean and fat. trimmed to 0"" fat. USDA choice. cooked. broiled [Mock Tender Steak. URMIS #1931]",3,2.4,32.95522132,29.20235818,24.62390115,0%,32%,68%,0,43,154,160.98587,0,51.582012,109.38455,0,0,0,0,0,0,0,0,0,0,5.719336,1.7211574,0,0,0,0,0,,71.00893,,1027.1241,,612.9572,,9.999676,,,2.7209148,39.99484,,140.98398,,,,2540.398,,,0,0,,,,0.40100577,,300.9916,,,,,,,39.99484,,,0,,,,,60.007927,,,0,,0,0,,,,39.99484,300.9916,25.73065,278.03235,1189.158,1328.9542,2275.3584,2414.6777,730.0014,275.9857,1115.8776,943.00336,1391.8726,1733.9011,830.0949,1555.0001,2564.998,4124.9844,1222.8605,1087.9156,1033.0804,118.9893,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.11000829,0.22901915,3.6124523,0.31994882,8.001201,8.001201,0,8.001201,3.3702283,0,98.00385,,8.001201,3.020449,23.001692,233.97969,292.97833,72.99801,7.8308125,0.12100323,0,25.198938,,65.00506,,,,,0,65.57133,1.4999374,0,0,2
"Beef. chuck. mock tender steak. separable lean and fat. trimmed to 0"" fat. USDA select. cooked. broiled [Mock Tender Steak. URMIS #1116]",3.1,2.4,33.38856699,28.83908283,23.47327789,0%,30%,70%,0,43,154,158.98158,0.34790596,47.266212,111.3701,0,0,0,0,0,0,0,0,0,0,5.240732,2.0899174,0,0,0,1.0000149,1.0000149,,107.988014,,1226.0071,,743.96893,,9.999676,,,2.554822,39.99484,,139.99113,,,,2373.9148,,,1.0000149,0,,,,0.36796325,,284.99524,,,,,,,33.004616,,,0,,,,,49.999485,,,0,,0,0,,,,33.004616,284.99524,26.08017,280.99536,1204.9235,1346.1406,2304.784,2446.6907,739.9172,280.0042,1131.0348,956.1195,1409.8726,1756.8887,841.10004,1576.1221,2599.0042,4179.6724,1239.8691,1103.0474,1046.1044,119.98728,0,0,0,0,0,0,0,0,0,,0.15001008,,,,,0.111986995,0.23199381,3.6603582,0.32399502,8.001201,8.001201,0,8.001201,3.420414,0.00100015,99.30317,,7.000213,2.799857,23.001692,216.96675,292.97833,67.99529,7.810712,0.111986995,0,25.296267,,60.007927,,,,,0,67.08406,1.150138,0,0,2
"Beef. chuck. mock tender steak. separable lean only. trimmed to 0"" fat. all grades. cooked. broiled [Mock Tender Steak]",3.1,2.4,33.69906143,29.22465442,23.7199638,0%,31%,69%,0,43,154,158.98158,0,48.887703,110.089584,0,0,0,0,0,0,0,0,0,0,5.420549,1.8277789,0,0,0,,0,,82.00008,,1080.9486,,655.10175,,9.999676,,,2.6079109,39.99484,,136.00175,,,,2431.803,,,,,,,,0.38394478,,292.0387,,,,,,,35.995106,,,0,,,,,56.00328,,,,,,,,,,35.995106,292.0387,25.8965,280.0042,1196.8225,1337.0902,2290.024,2431.022,734.94257,278.03235,1123.0698,949.08136,1399.944,1745.0768,834.90857,1565.0227,2582.3599,4151.572,1231.1377,1094.9277,1039.0712,119.98728,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.11101126,0.22998172,3.6345742,0.32201746,8.001201,8.001201,0,8.001201,3.389778,,98.60384,,8.001201,2.9296358,23.001692,227.02003,292.97833,71.00893,7.8308125,0.11798427,,25.296267,,62.99049,,,,,0,66.27014,1.3598557,0,0,2
"Beef. chuck. mock tender steak. separable lean only. trimmed to 0"" fat. USDA choice. cooked. broiled [Mock Tender Steak. URMIS #1931]",3,2.4,32.95522132,29.20235818,24.62390115,0%,32%,68%,0,43,154,160.98587,0,51.317566,109.66602,0,0,0,0,0,0,0,0,0,0,5.6900105,1.7101287,0,0,0,,0,,69.98983,,1019.89087,,610.0108,,9.999676,,,2.7095718,39.99484,,139.99113,,,,2529.8113,,,,,,,,0.399974,,300.02628,,,,,,,39.99484,,,0,,,,,60.007927,,,,,,,,,,39.99484,300.02628,25.738916,278.03235,1189.9221,1328.9542,2276.0894,2416.2295,730.0014,275.9857,1115.8776,943.00336,1391.8726,1733.9011,830.0949,1555.9995,2565.8223,4126.31,1224.0396,1087.9156,1033.0804,118.9893,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.11000829,0.22901915,3.6124523,0.31994882,8.001201,8.001201,0,8.001201,3.3702283,,98.00385,,8.001201,3.020449,23.001692,233.97969,292.97833,72.99801,7.8308125,0.12100323,,25.198938,,65.00506,,,,,0,65.5924,1.4999374,0,0,2
"Beef. chuck. mock tender steak. separable lean only. trimmed to 0"" fat. USDA select. cooked. broiled [Mock Tender Steak. URMIS #1116]",3.1,2.4,33.43247428,28.89350485,23.50820646,0%,29%,71%,0,43,154,157.00226,0.14570673,45.27475,111.58497,0,0,0,0,0,0,0,0,0,0,5.019888,1.9998937,0,0,0,,0,,100.00745,,1169.8347,,719.9872,,9.999676,,,2.4597552,39.99484,,130.02084,,,,2290.024,,,,,,,,0.35999107,,280.0042,,,,,,,30.00122,,,0,,,,,49.999485,,,,,,,,,,30.00122,280.0042,26.130486,281.99005,1208.0239,1349.171,2309.9724,2452.1987,741.10657,280.99536,1132.8529,957.9641,1413.0464,1760.8438,841.911,1579.1628,2604.8547,4189.0815,1241.8622,1105.1754,1048.1226,120.99363,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.111986995,0.23199381,3.667422,0.32399502,8.001201,8.001201,0,8.001201,3.420414,,99.49475,,7.000213,2.799857,23.001692,216.96675,292.97833,67.99529,7.8308125,0.111986995,,25.296267,,58.994904,,,,,0,67.25668,1.150138,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. all grades. cooked. grilled [Beef Value Cut. Tender Medallions. Teres Major]",3,2.4,32.43165008,28.54122832,24.19148281,0%,37%,63%,0,43,94,176.98784,0.06311105,64.942444,111.979965,0,0,0,0,0,0,0,0,0,0,7.2009516,2.8333454,0,0,0,0,0,,199.00539,31.00055,1645.9768,77.992065,858.0197,,0,21.99718,,2.9334037,43.998653,0,207.02588,,,0,2676.1,2456.1404,219.98453,8.001201,,,,,0.41001576,,338.00073,283.98996,,,52.992855,,,13.000965,13.000965,0,0,0,0,,,60.007927,,,,,,,0.27302924,0.21996589,0.053005077,13.000965,284.99524,26.222986,171.99942,1047.113,1192.984,2086.3257,2216.2053,683.0383,338.00073,1036.0714,834.90857,1301.0751,1694.8026,837.05695,1593.9427,2387.6812,3935.989,1595.9921,1249.8665,1033.0804,275.0122,0,0,0,0,0,0,0,0,0,,0.17000008,0,0.029999979,0,0.19998784,0.077997684,0.26702216,5.187126,0.59599274,8.001201,8.001201,0,8.001201,5.160529,0.8558755,107.883995,13.498934,5.0005703,2.5903704,24.997374,224.98724,356.056,58.994904,5.240732,0.17099169,0.013999227,38.705578,,77.992065,,,,,0,65.65564,1.0201515,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. all grades. raw [Beef Value Cut. Tender Medallions. Teres Major]",2.9,2.4,32.26861295,29.28285305,25.58251281,0%,39%,61%,0,43,94,144.00497,0.18820906,56.093307,87.72264,0,0,0,0,0,0,0,0,0,0,6.2196198,2.0879033,0,0,0,0,0,,146.99622,21.99718,1211.1323,55.004826,636.0245,,0,18.00149,,2.1360936,31.00055,0,151.01674,,,0,1953.9888,1779.0376,175.00906,0,,,,,0.34003833,,275.9857,236.01791,,,39.99484,,,9.999676,9.999676,0,0,0,0,,,54.006813,,,,,,,0.21498322,0.17501602,0.03999539,9.999676,236.01791,20.542345,135.00063,820.0236,933.9593,1633.8605,1736.1305,535.0783,265.03806,811.1161,654.0504,1018.9085,1328.1007,655.10175,1249.0637,1871.0621,3083.3745,1251.0715,979.12006,809.0343,215.99318,0,0,0,0,0,0,0,0,0,,0.08999106,0.010001244,0.02000271,0,0.19998784,0.08700143,0.26900974,4.5105286,0.50301945,7.000213,7.000213,0,7.000213,3.9703507,0.79894954,,,5.0005703,1.949755,23.001692,196.02336,327.00024,57.998978,3.7196407,0.13099311,0.01600113,33.302826,,57.00155,,,,,0,72.810646,0.92010146,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. choice. cooked. grilled [Beef Value Cut. Tender Medallions. Teres Major. URMIS #1979 or #1845]",2.9,2.4,31.65922224,28.49859765,25.05984288,0%,38%,62%,0,41,94,181.01276,0.42302448,69.27405,111.334335,0,0,0,0,0,0,0,0,0,0,7.67884,2.736699,0,0,0,0,0,,188.00589,28.996819,1619.2306,72.99801,805.92163,,0,20.001848,,2.871845,41.996197,0,204.97449,,,0,2618.2776,2416.2295,201.96788,7.000213,,,,,0.38098842,,312.01794,263.00256,,,48.99776,,,11.000802,11.000802,0,0,0,0,,,57.00155,,,,,,,0.25099087,0.20199934,0.04899795,11.000802,263.00256,26.071793,171.00774,1042.0796,1186.1058,2074.2969,2204.1357,679.1003,336.05197,1030.098,830.89526,1293.9893,1686.1141,831.96356,1584.7528,2374.6775,3914.5532,1587.8102,1243.0596,1027.1241,274.04214,0,0,0,0,0,0,0,0,0,,0.17000008,0,0.029999979,0,0.19998784,0.080996916,0.22296733,5.034425,0.58591473,8.001201,8.001201,0,8.001201,4.7301984,0.8580804,102.80881,13.801502,5.0005703,2.5804005,24.997374,227.02003,361.00836,60.007927,5.2592874,0.08999106,0.011001872,38.905033,,75.98887,,,,,0,65.57133,1.0300399,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. choice. raw [Beef Value Cut. Tender Medallions. Teres Major. URMIS #1979 or #1845]",2.9,2.4,31.98058491,28.91119841,25.33573547,0%,40%,60%,0,43,94,144.9797,0.046128366,57.350525,87.581856,0,0,0,0,0,0,0,0,0,0,6.35904,2.3282292,0,0,0,0,0,,164.01341,24.997374,1374.1023,62.99049,683.0383,,0,17.000992,,2.4298997,37.003403,0,172.99684,,,0,2214.782,2039.2802,175.00906,5.0005703,,,,,0.32598466,,265.97626,222.97264,,,43.006485,,,9.999676,9.999676,0,0,0,0,,,49.999485,,,,,,,0.21897438,0.17501602,0.042997424,9.999676,222.97264,20.509375,135.00063,818.9706,933.0597,1631.7625,1732.7875,534.048,265.03806,810.0745,654.0504,1017.92706,1325.9692,655.10175,1247.0591,1868.0593,3079.415,1249.0637,977.86273,807.9954,85.004036,0,0,0,0,0,0,0,0,0,,0.08999106,0.010001244,0.02000271,0,0.19998784,0.08498941,0.23500694,4.5806317,0.51597387,7.000213,7.000213,0,7.000213,3.9805696,0.7789043,75.09103,12.199736,5.0005703,2.010204,23.001692,200.03085,338.97934,58.994904,3.9805696,0.13099311,0.013999227,30.802013,,56.00328,,,,,0,72.88085,0.910096,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. select. cooked. grilled [Beef Value Cut. Tender Medallions. Teres Major. URMIS #1164 or #1030]",3,2.5,33.69999437,30.15221229,25.23579968,0%,34%,66%,0,44,94,171.99942,1.0447164,57.998978,112.95543,0,0,0,0,0,0,0,0,0,0,6.43095,1.7002631,0,0,0,0,0,,122.9922,20.001848,953.972,48.000683,540.95447,,0,13.000965,,3.2836406,25.996523,0,117.01818,,,0,1567.0349,1423.9825,142.99084,5.9997916,,,,,0.49007404,,218.01474,184.00272,,,33.994606,,,8.999572,8.999572,0,0,0,0,,,35.995106,,,,,,,0.17700617,0.14299867,0.034002267,8.999572,184.00272,26.451426,174.00005,1055.8951,1202.9896,2103.8237,2234.7927,688.98834,341.05463,1045.0967,842.99347,1311.9873,1710.1154,844.0774,1607.8276,2409.254,3970.2754,1609.8949,1261.159,1042.0796,278.03235,0,0,0,0,0,0,0,0,0,,0.17000008,0,0.029999979,0,0.19998784,0.0719953,0.3540111,5.4906616,0.61508554,8.001201,8.001201,0,8.001201,6.0094376,0.8520306,112.88288,13.101592,5.0005703,2.600379,23.998045,222.97264,348.02713,57.998978,5.19046,0.25302273,0.020997066,38.29743,,79.99666,,,,,0,65.78231,1.0000149,0,0,2
"Beef. chuck. shoulder clod. shoulder tender. medallion. separable lean and fat. trimmed to 0"" fat. select. raw [Beef Value Cut. Tender Medallions. Teres Major. URMIS #1164 or #1030]",3,2.4,33.04645636,29.31810693,24.69906383,0%,37%,63%,0,46,94,141.98387,0.39625594,52.215538,89.37238,0,0,0,0,0,0,0,0,0,0,5.7895913,1.9877185,0,0,0,0,0,,144.00497,23.001692,1105.8857,56.00328,641.97723,,0,17.000992,,1.9787948,31.00055,0,134.00685,,,0,1814.2421,1641.7523,171.99942,0,,,,,0.3369846,,278.03235,236.01791,,,41.996197,,,11.000802,11.000802,0,0,0,0,,,48.000683,,,,,,,0.21401408,0.17198907,0.042005304,11.000802,236.01791,20.928688,137.98203,835.98206,952.1351,1665.1221,1768.7805,544.966,270.02243,826.9012,666.9931,1038.0703,1353.0771,668.06525,1272.9626,1906.8622,3142.3704,1275.0089,997.85406,825.0439,74.9946,0,0,0,0,0,0,0,0,0,,0.08999106,0.010001244,0.02000271,0,0.19998784,0.08900268,0.26900974,5.570623,0.51897174,7.000213,7.000213,0,7.000213,5.0897226,0.9209896,85.1954,12.098259,5.0005703,2.3896308,24.997374,218.99742,366.0296,60.007927,4.380555,0.12997942,0.017999765,31.797358,,57.998978,,,,,0,72.78726,0.89990973,0,0,2
"Beef. chuck. shoulder clod. shoulder top and center steaks. steak. separable lean and fat. trimmed to 0"" fat. all grades. cooked. grilled [Beef Value Cut. Center Cut Steak. Ranch Cut Steak. Triceps Br",2.9,2.4,31.87567085,28.7762624,25.24572972,0%,38%,62%,0,43,94,182.00397,0.6222516,69.096245,112.30418,0,0,0,0,0,0,0,0,0,0,7.659129,2.7649863,0,0,0,0,0,,200.99704,28.996819,1658.1829,69.98983,807.9954,,0,0,,3.0438333,52.992855,0,226.00134,,,0,2758.14,2538.7664,218.99742,7.000213,,,,,0.3949819,,331.01636,275.0122,,,56.00328,,,13.000965,13.000965,0,0,0,0,,,51.997932,,,,,,,0.2749727,0.21897438,0.05599966,13.000965,275.0122,26.298914,172.99684,1051.1572,1196.0538,2091.694,2221.908,685.0159,338.97934,1039.0712,838.1332,1304.842,1700.2556,838.9413,1599.0712,2395.3635,3947.3848,1601.1272,1253.8878,1036.0714,275.9857,0,0,0,0,0,0,0,0,0,,0.18000458,0,0.02000271,0.010001244,0.399974,0.07501043,0.29404223,5.272823,0.5760069,11.000802,11.000802,0,11.000802,4.9494205,0.8389784,98.98468,14.201808,5.0005703,2.7899773,25.996523,232.03362,361.00836,60.007927,7.0907545,0.08900268,0.014999647,41.49999,,75.98887,,,,,0,64.87989,1.040024,0,0,2
"Beef. chuck. shoulder clod. shoulder top and center steaks. steak. separable lean and fat. trimmed to 0"" fat. choice. cooked. grilled [Beef Value Cut. Center Cut Steak. Ranch Cut Steak. URMIS #1977. T",2.9,2.4,31.6291452,28.46009008,25.03399189,0%,40%,60%,0,42,94,184.00272,0,73.16234,110.834755,0,0,0,0,0,0,0,0,0,0,8.109897,3.0311444,0,0,0,0,0,,222.97264,31.00055,1854.904,73.98957,847.88196,,0,0,,3.379989,60.999146,0,259.9786,,,0,3046.9436,2815.4314,232.03362,11.000802,,,,,0.40502903,,339.9608,280.99536,,,57.998978,,,13.000965,13.000965,0,0,0,0,,,52.992855,,,,,,,0.2910249,0.23199381,0.05799291,13.000965,281.99005,26.071793,171.00774,1041.0758,1186.1058,2074.2969,2202.72,679.1003,336.05197,1030.098,830.89526,1293.1582,1686.1141,831.96356,1584.7528,2373.9148,3913.296,1586.7904,1243.0596,1027.1241,274.04214,0,0,0,0,0,0,0,0,0,,0.18000458,0,0.02000271,0.010001244,0.399974,0.06800502,0.26797092,5.1655054,0.5669956,11.000802,11.000802,0,11.000802,4.560073,0.7839311,93.995415,15.498615,5.0005703,2.569643,23.998045,222.97264,342.04205,58.994904,6.848938,0.09699988,0.012998266,40.097755,,73.98957,,,,,0,65.02595,1.0300399,0,0,2
